Job Title,Date,Company Name,Company Location,Job Skills ,Job Requeirments,links 
Backend Developer,22 days ago,Egyptian Medical Syndicates Union -,"Sayeda Zeinab, Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Computer Science · Development · backend · Java · Linux · Programming · JavaScript,"Excellent programming skills in one of the following languages: Java, Javascript, python, Go, Rust, PHP | Knowledge of backend service development on Linux/Unix | Knowledge of API service development | Familiarity with web application frameworks | Knowledge of security, encryption and authentication | knowledge of containers | Business application experience is a plus | Ability to learn new technologies and systems | Ability to communicate effectively | Responsible and dependable | Critical thinking and troubleshooting ",https://wuzzuf.net/jobs/p/gupvbqkXMtL2-Backend-Developer-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=154&l=sp&t=sj&a=python|search-v3|hpb
QA Automation Engineer,1 month ago,GIG Tech   -,"Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · Unit Testing · Information Technology (IT) · UI Testing,Bachelor degree or equivalent practical experience. | Excellent English. | Good understanding of testing strategies. | Experience in designing and writing automated UI tests. | Experience writing python unit tests. | Good understanding of Rest APIs. | Experience working with cloud infrastructure. | Comfortable working with Linux-based OSs ,https://wuzzuf.net/jobs/p/cOrjQPuApbTw-QA-Automation-Engineer-GIG-Tech-Cairo-Egypt?o=155&l=sp&t=sj&a=python|search-v3|hpb
Odoo Implementer,12 days ago,Al-hakeema -,"Nasr City, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo ERP · ERP Implementation · Paython · Computer Science · Telecom Engineering · Engineering,"Bachelor's degree in computer science, IT, or equivalent. | 1-3 years of Experience in the Odoo ERP environment is a must. | Age: from 27 - 30 max. | Business knowledge in Sales, HR, Procurement, and Accounting. | Very Good command of English. | Ability to effectively present information to software team leader. | Experience and knowledge Odoo ERP Implementation full successful cycle. | Experience in deploying and customizing Odoo ERP. | Developing using Python is a plus. ",https://wuzzuf.net/jobs/p/u5R7YdwL5zYR-Odoo-Implementer-Al-hakeema-Cairo-Egypt?o=156&l=sp&t=sj&a=python|search-v3|hpb
Java Developer - Zoho Experience is a plus,1 month ago,Confidential -,"Dokki, Giza, Egypt ",Entry Level · IT/Software Development · developer · Information Technology (IT) · Java Developer · Software Development · Java · Programming,Graduate | Experience in Programming Languages  | Experience in Zoho is a plus | Good English Language Skills ,https://wuzzuf.net/jobs/p/zfvwzNNyEsMc-Java-Developer---Zoho-Experience-is-a-plus-Giza-Egypt?o=157&l=sp&t=sj&a=python|search-v3|hpb
Junior Odoo Developer ( Accounting Expert),1 month ago,Minds solutions -,"Maadi, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Git · Software Development · Software Engineering · Programming · Information Technology (IT) · jQuery · Odoo · PostgreSQL · HTML,"Bachelor degree ( computer science , information technology is plus ) | Minimum +6 months  of experience as Odoo Developer | Good PostgreSQL database knowledge. | Good knowledge of : HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Good knowledge of business processes. | Object-oriented programming, object modeling, and relational database | Passion for development | Quick & Autonomous learner | Good speaking &understanding of English  reading & writing | Good Knowledge of Egyptian accounting system  | Good knowledge of charts of accounts , financial statements , customer invoices , vendors bills , reflection of inventory , purchasing , sales…etc on financial records       ",https://wuzzuf.net/jobs/p/ZmeltJ0uKUsq-Junior-Odoo-Developer-Accounting-Expert-Minds-solutions-Cairo-Egypt?o=158&l=sp&t=sj&a=python|search-v3|hpb
Software Quality Control Engineer,24 days ago,Kashier Payment Solutions -,"Zamalek, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Computer Science · QC · QA · Testing · Quality Assurance · Quality Control,"BSc/BA in Computer Science, Engineering, or a related field.  | Holds relevant QA/QC Professional Certification is a plus. | From 2 - 5 years of experience in the same field (automated testing) is a must.  | Strong experience in software development and testing automation tools. | In-depth understanding of Java, Python and SQL. | Excellent communication and critical thinking skills.  | Excellent analytical and problem-solving skills and Exceptional attention to detail. ",https://wuzzuf.net/jobs/p/PFwRSv0aqxeo-Software-Quality-Control-Engineer-Kashier-Payment-Solutions-Cairo-Egypt?o=159&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Developer (Focusing on .NET),1 day ago,TMentors -,"Maadi, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net Core · .Net · Information Technology (IT) · Software Development · Computer Science · .NET · Software Engineering · Node.js,"Fluent in English both speaking and writing. | 2+ years of experience in .NET, Node.js, Ruby, JavaScript, and/or Python | Very well understanding of JavaScript concepts and based frameworks. | .NET is a MUST. | Xamarin is a big plus. | Node.JS is a plus. | Strong understanding of front-end optimization techniques. | Knowledge of professional software engineering practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations. | Motivated by writing fast, scalable code with testability in mind. | Keep up-to-date on the latest front-end techniques and trends, respond to customer feedback & testing. | Self-motivated, and can excel in a team-based environment. ",https://wuzzuf.net/jobs/p/qJSCBFJ459zG-Senior-Software-Developer-Focusing-on-NET-TMentors-Cairo-Egypt?o=160&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Web Developer,27 days ago,Jump -,"Cairo, Egypt ",Experienced · 4 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Java · MySQL · MongoDB · Full Stack Development · Computer Science · CSS · HTML,"Degree in computer science. | Strong organizational and project management skills. | Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript. | Proficiency with JavaScript frameworks such as Angular JS, React, and Amber. | Proficiency with server-side languages such as Python, Ruby, Java, PHP, and .Net. | Proficiency with database technology such as MySQL, Oracle, and MongoDB. | Attention to detail. | Applicant should have command and experience in:  Laravel PHP + Vuejs + MySql and Nodejs + Reactjs  ",https://wuzzuf.net/jobs/p/cpbEAYTuGW2J-Full-Stack-Web-Developer-Jump-Cairo-Egypt?o=161&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Web Developer,7 days ago,Confidential -,"Nasr City, Cairo, Egypt ",Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · CSS · Full Stack · HTML · Information Technology (IT) · PHP · Java · Computer Science,"Degree in computer science or related fields. | Strong organizational and project management skills. | Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript. | Familiarity with JavaScript frameworks such as Angular JS, React, and Amber. | Proficiency with back end languages such as Python, Ruby, Java, PHP, and .Net. | Familiarity with database technology such as MySQL, Oracle, and MongoDB. | Excellent verbal communication skills. | Good problem-solving skills. | Proven experience as a Full Stack Developer or similar role | Experience in managing and developing desktop and mobile applications | Excellent communication and teamwork skills | Great attention to detail | Organizational skills ",https://wuzzuf.net/jobs/p/unPw6N1fl2hJ-Full-Stack-Web-Developer-Cairo-Egypt?o=162&l=sp&t=sj&a=python|search-v3|hpb
Junior Odoo Developer ( EGY electronic invoice Expert الفاتورة الالكترونية ),1 month ago,Minds solutions -,"Maadi, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Git · Software Development · Software Engineering · Programming · Information Technology (IT) · jQuery · Odoo · PostgreSQL · HTML,"Bachelor degree ( computer science , information technology is plus ) | Minimum +6 months  of experience as Odoo Developer | Good PostgreSQL database knowledge. | Good knowledge of : HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Good knowledge of business processes. | Object-oriented programming, object modeling, and relational database | Passion for development | Quick & Autonomous learner | Good speaking &understanding of English  reading & writing | Good Knowledge of Egyptian accounting system  | Good knowledge of charts of accounts , financial statements , customer invoices , vendors bills , reflection of inventory , purchasing , sales…etc on financial records       ",https://wuzzuf.net/jobs/p/VWFlBunKPVIg-Junior-Odoo-Developer-EGY-electronic-invoice-Expert-الفاتورة-الالكترونية-Minds-solutions-Cairo-Egypt?o=163&l=sp&t=sj&a=python|search-v3|hpb
Engineering /Robotics/Coding Facilitator (For Kids),3 days ago,Edu-Zone -,"New Cairo, Cairo, Egypt ",Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Teaching · Education · STEAM · Computer Skills · Astronomy · Science · Physics,"Outstanding Skills of dealing with kids/students | Professional User for Microsoft Office Software | Excellent Research  Skills | Fluent in English | Professional at Arduino, Servo Motors, 3D Printing, Laser Cut, Programming Languages (Scratch/Python), AI & AR.  | Location: New Cairo, Downtown Katameya Mall, S1, EduZone | 5 Days per week: | 50% Day Shift (10:00-6:00 pm) | 50% Night Shift (1:00-9:00 pm) | Contract: 18-24 Months | Edu-Zone: STEAM Education Center | Salary: L.E. 4000-5000 (hrs based or monthly rate) | Social Insurance | No Transportation Available ",https://wuzzuf.net/jobs/p/CdKbGm7aapX4-Engineering-RoboticsCoding-Facilitator-For-Kids-Edu-Zone-Cairo-Egypt?o=164&l=sp&t=sj&a=python|search-v3|hpb
DevOps/ProdOPS Engineer,12 days ago,Cegedim -,"New Cairo, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · DevOps · ProdOPS · Gradle · Git · Openshift,"3 years of advanced scripting (Bash/Python) experience & DevOps or systems Administrator with Linux/Unix Experience. |  2 years of experience Cloud-based application deployment and automation with on Premise or Public cloud like AWS platform. Infrastructure / Application monitoring solutions (Centreon, Zabbix, ELK …) and deployment experience (Rundeck, Ansible …) | Understanding of Continuous Integration & Continuous Delivery in the software engineering process and thorough understanding on how a DevOps / Systems Engineer facilitates these practices in collaboration with the Development, Quality Assurance and Technical Operations teams to drive business goals. | Experience using tools like Git, Jenkins, Sonar, Maven, Gradle, Selenium, Docker, Kubernetes, Openshift … | Deployment automation experience using advanced scripting (Bash/Python). | Experience in developing and maintaining CI/CD process for enterprise SaaS and on-prem applications in Java and React or AngularJS. | Hands-on experience in build and administer containers using tools such as Selenium and Kubernetes. | Experience with configuration management tools such as Rundeck, Ansible, Chef or Puppet will be a plus. | Ability to use a wide variety of open source technologies and tools. | Strong problem-solving skills with an investigative mentality, decision making ability and a capacity for strategic and associative thinking. | Ability to demonstrate a clear, energetic and excited interest in automating everything (build, test, release/deploy, monitoring, reporting) | Experience installing, configuring and troubleshooting Linux web-based solutions  (apache2, wildfly, tomcat, java,  ...) ",https://wuzzuf.net/jobs/p/wxi2XvuxhLtn-DevOpsProdOPS-Engineer-Cegedim-Cairo-Egypt?o=165&l=sp&t=sj&a=python|search-v3|hpb
Data Engineer,1 month ago,Paymob Solutions -,"Maadi, Cairo, Egypt ",Full Time,"2+ years of experience as a Data Engineer, with strong skills in at least one programming language is mandatory, preferably Scala or Java, or Python | 1+ year of experience with Spark on Hadoop, EMR, etc | Experience working with real-time data processing using Kafka, Spark Streaming or similar technology | Experience with distributed systems and design/implementation for reliability, availability, scalability, and performance | Proven experience with AWS technologies like S3, EMR, Cloud information. | A creative and innovative approach to problem-solving | Experience with Kubernetes is a big plus ",https://wuzzuf.net/jobs/p/8wvVKoEm4sky-Data-Engineer-Paymob-Solutions-Cairo-Egypt?o=166&l=sp&t=sj&a=python|search-v3|hpb
Pricing Analyst,1 month ago,3Brothers -,"Cairo, Egypt ",Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance · Analyst/Research · Strategy/Consulting · Analysis · Communication · Communication skills · Data Analysis · excel · Finance · Microsoft Excel,"Hold a bachelors degree in the field of Marketing or Data Analysis
 | 1-2 years experience in the pricing field. | Experience using data analysis software such as STATA - SAS - Python … etc | 
Full proficiency in Microsoft Excel. | Excellent command of English Language.  | Decision making skills.
 | Analytical thinking skills.
 | Attention and attention to detail skills. | Teamwork.
 | communication skills.  | Explanation and teaching skills.
 | Problem solving skills.  | Writing skills.
 | Multitasking skills.  | Planning skills.
 | Continuous development skills. | Follow-up skills. ",https://wuzzuf.net/jobs/p/INocxI4piCdz-Pricing-Analyst-3Brothers-Cairo-Egypt?o=167&l=sp&t=sj&a=python|search-v3|hpb
CAD Staff Engineer,7 days ago, Si-Vision -,"Sheraton, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · Engineering - Telecom/Technology · Engineering - Other · CAD · Design · Electronics · Engineering · Linux · Software · Software Engineering · AutoCAD,"BSc. degree in Software Engineering or Electronics Engineering. | It is preferred to have 3+ years of experience in an IC design-related job. | Proficiency with computer applications including Microsoft Office Suite (Word, Excel, PowerPoint) is a must. | Excellent experience with the Linux environment is required. | Prior experience in scripting using programming languages such as Perl, TCL, Python, Skill, and Linux Shell is necessary. | Good knowledge of AMS Design and verification tools such as Synopsys/Custom Compiler and Mentor/Calibre is an asset. | Experience in working with Analog/Mixed-Signal flows and tools at nanometer-scale technologies is important. | Knowledge of digital design and verification flows is a plus. | Experience in using data management and version control tools such as Perforce is important. ",https://wuzzuf.net/jobs/p/Bo1sg6Aw71fP-CAD-Staff-Engineer-Si-Vision-Cairo-Egypt?o=168&l=sp&t=sj&a=python|search-v3|hpb
Web Administrator,7 days ago,AK IT Consulting -,"Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Administration · Database · Information Technology (IT) · System Administration · Linux · MySQL · Network Administration,"Bachelor's degree or higher in IT, Computer Science, Engineering  | 2 years  of database, network administration, or system administration experience. | Previous working experience as a Linux Administrator for 2 years | Familiar with scripts like php , Python, shell, bash and other languages. | Load balancing and High availability experience. | Basic knowledge in the installations and configuration of the web servers. | Experience with load balancing & high availability. | Deep Experience using Mysql | Very good - Fluent command of English | Monitors all database servers and take the necessary actions when needed. | Responsible for database backup, recovery tasks to ensure proper operations and restores Database according to business need. | Analyzes database logs, audit and identifying potential issues with the servers and storages. | Troubleshoot, Monitor all environments databases. ",https://wuzzuf.net/jobs/p/3rx1LAdh2CrV-Web-Administrator-AK-IT-Consulting-Cairo-Egypt?o=169&l=sp&t=sj&a=python|search-v3|hpb
Computer Science/Coach,20 days ago,iSchool -,"New Cairo, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,"Must Have Computer Science Degree Or Relevant Degree | Has a Very Good knowledge with the basics of computer science, and development in one or all the following fields (Game development - mobile applications development – web development). | Experience with scratch educational software. | Programming Experience with python programming language. | Experience in working with educational Game engines such as ( Godot, Buildbox, kodu, .. etc). | Experience in working with c# and unity game engine. | Experience with WordPress. | familiar with flutter and dart developer. | Familiar with the basics of robotics technology concepts. | Experienced with Montessori and Froebel educational methods. | Experience in working as a robotics instructor with LEGO or Arduino tools. | Experience in working as a developer with AI, VR and AR technologies. | Experience with the basics of photoshop and illustrator softwares. ",https://wuzzuf.net/jobs/p/3E4tMEoAHTyQ-Computer-ScienceCoach-iSchool-Cairo-Egypt?o=170&l=sp&t=sj&a=python|search-v3|hpb
Computer Science Coach - Part Time,20 days ago,iSchool -,"New Cairo, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,"Must Have Computer Science Degree Or Relevant Degree | Has a Very Good knowledge with the basics of computer science, and development in one or all the following fields (Game development - mobile applications development – web development). | Experience with scratch educational software. | Programming Experience with python programming language. | Experience in working with educational Game engines such as ( Godot, Buildbox, kodu, .. etc). | Experience in working with c# and unity game engine. | Experience with WordPress. | familiar with flutter and dart developer. | Familiar with the basics of robotics technology concepts. | Experienced with Montessori and Froebel educational methods. | Experience in working as a robotics instructor with LEGO or Arduino tools. | Experience in working as a developer with AI, VR and AR technologies. | Experience with the basics of photoshop and illustrator softwares. ",https://wuzzuf.net/jobs/p/zvwiPHk8f1I4-Computer-Science-Coach---Part-Time-iSchool-Cairo-Egypt?o=171&l=sp&t=sj&a=python|search-v3|hpb
Oracle Netsuite Functional Consultant,7 days ago,AK IT Consulting -,"Nasr City, Cairo, Egypt ",Experienced · 3 - 8 Yrs of Exp · Accounting/Finance · IT/Software Development · Strategy/Consulting · Oracle netsuite · ERP Implementation · ERP Solutions · Oracle netsuite Functional consultant · Fluent English · Accounting · ERP,"Bachelor of Accounting or Business administration | Experience in Oracle Netsuite 3 years at least . | Fluency in English is a Must | Good Understanding of Business scenarios and processes. | Knowledge of various industries such as retail, manufacturing, Human resources etc. | Should be able to perform critical activities individually. | Experience with Finance, Manufacturing or Supply chain. | Excellent level in Excel (e.g. V-lookups, pivot tables, etc.) | Excellent level in Visio | Must have good communication skills to be able to communicate between teams and Management. | A strong team player. | Should be updated on new technologies to help understand and develop new products and recommend the same to the management. | Attractive salary | Social insurance | Private Medical insurance | Career path | 2 days off ( Saturday _ Sunday) | Location : Nasr city , Makram Abied | Working Hours 2 pm : 10 pm ",https://wuzzuf.net/jobs/p/PB6Ot283b5Fi-Oracle-Netsuite-Functional-Consultant-AK-IT-Consulting-Cairo-Egypt?o=172&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Quality Engineer,1 month ago,Unifonic -,"Cairo, Egypt ",Experienced · 7+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Java · Selenium · Postman · Agile · Computer Science · Engineering · Git,"Hands-on 7+ years of relevant development or testing experience. | Understand cloud delivery using tools such as Git, Drone CI, Argo CD, Kubernetes. | Significant Test Automation skills using leading Web & Mobile tools: Selenium, Cucumber, Appium, SoapUI, or others. | Experience with RobotFramework. | Experience working with remote teams. | Bachelor's degree in Engineering, Software, or a related discipline or the equivalent. | Proficiency in an object-oriented programming language, preferably JAVA. | Experience working on Agile (Scrum) teams. | Good knowledge of scripting skills with one or more scripting languages, such as Python or Java is helpful. | Strong attention to detail and influencing skills. ",https://wuzzuf.net/jobs/p/3xPkUodertlV-Senior-Software-Quality-Engineer-Unifonic-Cairo-Egypt?o=173&l=sp&t=sj&a=python|search-v3|hpb
Senior Big Data Engineer,2 months ago,A1Softech -,"Nasr City, Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Big Data · Data Engineer · Computer Science · Information Technology (IT) · Software Engineering,4-7 years of experience  ,https://wuzzuf.net/jobs/p/fMuRMifeVvIU-Senior-Big-Data-Engineer-A1Softech-Cairo-Egypt?o=174&l=sp&t=sj&a=python|search-v3|hpb
Application Technical Director,27 days ago,RDI -,"Dokki, Giza, Egypt ",Senior Management · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Application Development · Java · Project Management · Information Technology (IT) · Computer Science · Software Developer · Software,"10+ years’ experience as a Software Developer / Leader | Prior experience in a technical management position | College or University degree in Computer Science or a related discipline | Core Competency Requirements:Proficient with Java, Nodejs, .Net Core, React or Angular-Js and SQL as well as Python and its derivativesIn-depth knowledge and experience with developing web applications with service-oriented framework, Microservices and Rest APIsExtensive experience designing and developing enterprise grade softwareExperience with source control management systems and continuous integration/deployment environmentsExperience with agile development methodologies including Kanban and ScrumExperience with multi-threading and concurrencyExperience with debugging, performance profiling and optimizationComprehensive understanding of object-oriented and service-oriented application development techniques and theories | Internally motivated, able to work proficiently both independently and in a team environment | Strong communication skills with both internal team members and external business stakeholders | Strong initiative to find ways to improve solutions, systems, and processes ",https://wuzzuf.net/jobs/p/qhiFmr3YpTxb-Application-Technical-Director-RDI-Giza-Egypt?o=175&l=sp&t=sj&a=python|search-v3|hpb
Back End Developer,13 days ago,Bavaya -,"Dokki, Giza, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Docker · MySQL · JavaScript · PHP · Software Development · jQuery · HTML,"2+ years of industry experience in backend development. | You write clean, structured, and well-documented code. | Experience with HTML, Bootstrap, JavaScript, JQuery, and AJAX is a MUST. | Ability to use Docker. | Profound PHP knowledge, SOLID design principles | Experience with different databases/storage backends (MySQL, NoSQL) | Experience with cloud services providers (like AWS or digital ocean Cloud Platform), container technologies (Docker, Kubernetes). | Familiarity with code versioning tools. (GitHub, Gitlab). | Have solid skills in object-oriented programming. | Good knowledge of writing queries with good performance. | Experience in common third-party APIs (Google, Facebook, etc.) | Experience using Agile (Scrum) Process and Agile tools. | Expertise in PHP tools and libraries such as Composer and PHPUnit. | Skilled in designing and optimizing database queries. | Strong background in NginX, apache, ubuntu servers. | Already worked on E-Commerce applications. | Experience with other languages (e.g. python). | Experience in Dev-Ops is a plus (Jenkins). | Experience in vue.js. ",https://wuzzuf.net/jobs/p/aw6N0ucWF9UZ-Back-End-Developer-Bavaya-Giza-Egypt?o=176&l=sp&t=sj&a=python|search-v3|hpb
Robotics Engineer Instructor (For Kids),1 month ago,Edu-Zone -,"New Cairo, Cairo, Egypt ",Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Teaching · Education · STEAM · Computer Skills · Astronomy · Science · Physics,"Outstanding Skills of dealing with kids/students | Professional User for Microsoft Office Software | Excellent Research  Skills | Fluent in English | Professional at Arduino, Servo Motors, 3D Printing, Laser Cut, 2 Programming Languages (Scratch/Python), AI & AR.  | Location: New Cairo, Downtown Katameya Mall, S1, EduZone | 5 Days per week: | 50% Day Shift (10:00-6:00 pm) | 50% Night Shift (1:00-9:00 pm) | Contract: 18-24 Months | Edu-Zone: STEAM Education Center | Salary: L.E. 4000-5000 (hrs based or monthly rate) | Social Insurance | No Transportation Available ",https://wuzzuf.net/jobs/p/lJI2R1BSZ7a0-Robotics-Engineer-Instructor-For-Kids-Edu-Zone-Cairo-Egypt?o=177&l=sp&t=sj&a=python|search-v3|hpb
ArcSight SIEM Administrator,2 months ago,Acuative Middle East -,"Riyadh, Saudi Arabia ",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · SIEM · CEH · CISSP · Splunk · Security · Computer Science · Engineering · Information Technology (IT) · IDS,"Experience with architecting, implementing, and operating Splunk or other big data platforms. | Experience with IDS, IPS, and SIEM appliance architecture, operations, and management | Experience with working in a globally distributed enterprise environment | Experience with monitoring use case implementation methodologies | Knowledge of Linux, Unix, and Microsoft operating systems | Knowledge of TCP/IP protocols | Experience using regex (regular expressions) with a scripting language (nix shells, python, C++, ruby, etc.) is acceptable | Excellent communication skills and problem-solving ability | Troubleshooting skills and strong technical learning aptitude | Certified Information Systems Security Professional (CISSP) | CEH, OSCP, or other ethical hackers | SIEM certifications  ",https://wuzzuf.net/jobs/p/tBpDW2XzhJT4-ArcSight-SIEM-Administrator-Acuative-Middle-East-Riyadh-Saudi-Arabia?o=178&l=sp&t=sj&a=python|search-v3|hpb
Game Developer,1 month ago,Confidential -,"Cairo, Egypt ",Entry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Game development · Game · Design · 3D · Information Technology (IT) · Programming · Games,"Bachelor’s degree in a computer science field or related diploma of game development and up to five years of experience in game design and development. | Preferred to have prior experience working full-time hours in-game studios or at software companies. | Competent Knowledge of gaming software like Unity as a priority, or Unreal Engine as additional skills. | Knowledge of Code editors (Sublime Text, or Atom, or Visual Studio. | Knowledge of automated testing tools (Selenium, or Junit) | Have creativity with artistic ability in addition to technical skills. | Knowledge of game-focused programs includes specialized 3D design to implement assets, animation, game design theory, game engines, and game production. | Knowledge of any well-known Programming language for games (any like  Java, C+, C++, Python, Swift, JavaScript, or other programming languages) ",https://wuzzuf.net/jobs/p/Qw6Rep9Y3l98-Game-Developer-Cairo-Egypt?o=179&l=sp&t=sj&a=python|search-v3|hpb
Content Technical Writer (Remotely for USA),20 days ago,Mobile Wave 3 -,"Nasr City, Cairo, Egypt ",Experienced · 3 - 7 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Engineering - Telecom/Technology · English · Marketing · Social Media · Technical Writing · Software · Documentation · writer,"Ability to write user-friendly, engaging copy about highly technical subjects. | Ability to understand and accurately translate technical information for a general audience. | Knowledge of coding and scripting languages, such as C++, Python, HTML, CSS, and JavaScript. | Familiarity with content and learning management systems (CMS and LMS). | Facility with documentation publishing software | Excellent problem-solving ability and attention to detail. | Ability to effectively use of analytics to improve user-facing content and applicant programming interface (API). | 2-3 years of past experience working with Agile/Scrum or similar collaborative tools a plus. | BA in English, writing, communications, curriculum development, or software/computer engineering. | MA in technical writing a plus. | Society of Technical Writers certification a plus. | Strong written communication skills. | Ability to prioritize multiple simultaneous deadlines. | 3-5+ years of technical writing experience. | Experience with product development, including past use of product development software. | Teaching, grant writing, or scientific publishing experience a plus. | Portfolio of technical writing samples for review required. ",https://wuzzuf.net/jobs/p/3bYUX2LWxwIY-Content-Technical-Writer-Remotely-for-USA-Mobile-Wave-3-Cairo-Egypt?o=180&l=sp&t=sj&a=python|search-v3|hpb
Quality Assurance Engineer,4 days ago,TriStar MENA -,"Riyadh, Saudi Arabia ",Full TimeWork From Home,"Minimum 5 years of experience in a QA role | Fluent in object-oriented programming with minimum 3 years of use of OO languages (C++, C# Only Please ) for development or QA purposes | Experience testing complex, multi-threaded, and multi-component products | Experience with API testing or integration | Extensive experience in a scripting language such as: PERL, Python, Ruby, JavaScript | Strong working knowledge of SQL and Relational Databases | Debugging and Crash Log Analysis/Review | Experience with automated load/stress and performance testing and tools | Strong ability to work in fast-paced environment and ability to multitask with ease is essential to the success of this position | Strong verbal and written communication skills | Comfortable building and maintaining test systems from scratch | Experience with virtual environment such as VMWare | Innovative, analytical approach to solving complex test problems and performing troubleshooting | Track record of leading complex test projects in a hands-on way and mentoring others in test automation design and implementation | Capable of understanding and documenting incidents. Effectively manage incident information and test status information to improve product and process | Excellent knowledge of QA methodology and Software development processes (Agile Scrum, RUP, IEEE, etc.) | Extensive experience with various types of testing including unit, system, integration, user acceptance, regression, usability and end-to-end testing | Knowledge of basic Windows system administration and tools ",https://wuzzuf.net/jobs/p/GG1u00Cw5vJd-Quality-Assurance-Engineer-TriStar-MENA-Riyadh-Saudi-Arabia?o=181&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,1 month ago,Unifonic -,"Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · DevOps · Kubernetes · AWS · CI/CD · Jenkins · Terraform,"Hands-on 3+ years of recent technical experience in Professional Services/Enterprise DevOps role. | Strong technical skills and proficiency in multiple functional areas are required; such as infrastructure as Code (CloudFormation/Terraform), containerize orchestration (Docker, Kubernetes), configuration management (Ansible), programming language (Python), logging system (Elastic Stack), CI/CD (DroneCI, Argo CD) and network protocols and standards. | The ability to spend substantial time interfacing with the offshore teams on a daily basis. | Bachelor's degree in Computer Engineering, Software Engineering, or other IT-related field. | Fluent in English with excellent writing/editing and verbal communication skills. | Strong sense of ownership, critical thinking, and ability to drive DevOps mindset initiatives across teams for agile release. | Analytical thinking and being accountable for the results of made decisions. ",https://wuzzuf.net/jobs/p/Vr9ZLKbxq3QU-Senior-Devops-Engineer-Unifonic-Cairo-Egypt?o=182&l=sp&t=sj&a=python|search-v3|hpb
